schema,router,invalid_forward_rate,frontend_probes,saturation_attempts_per_sec
full_stable,Global Bloom,0.00045863850789649736,11.0,814.9040140051537
full_stable,Hash partition,0.0004573941789142316,11.0,814.915614088181
full_stable,Risk partition,0.00039831936886037416,11.705353642629564,815.4667110222668
full_stable,TRAPS learned,0.00043192107802726394,11.308445654575651,815.1531561129938
full_stable,Keyed tag,1.52587890625e-05,1.0,819.0583720096926
full_stable,Adaptive tag,1.436990681722903e-05,1.0,819.0667431604413
