seed,method,method_kind,bits_per_key,N_keys,N_valid,N_events,N_invalid,N_invalid_unique,N_invalid_repeated,valid_forwarded,valid_rejected,valid_throttled,invalid_forwarded,invalid_forwarded_unique,invalid_forwarded_repeated,invalid_rejected_by_index,invalid_rejected_by_cache,invalid_throttled,raw_invalid_forward_rate,first_seen_invalid_forward_rate,replay_suppression_rate,backend_work_reduction,valid_rejection_rate,backend_invocations,probe_cost
8,Oracle AMQ,oracle,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,309,157,152,999691,0,0,0.000309,0.000314,0.0,0.9520866666666666,0.0,50309,12.387070322410825
8,Peppered tag,one-sided tag,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,25,12,13,999975,0,0,2.5e-05,2.4e-05,0.0,0.9523571428571429,0.0,50025,1.0
8,Peppered tag-64,production upper bound,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Adaptive tag,one-sided tag,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,12,6,6,999988,0,0,1.2e-05,1.2e-05,0.0,0.9523695238095238,0.0,50012,1.0
8,Tag+NegCache,one-sided tag+cache,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,12,12,0,499988,500000,0,1.2e-05,2.4e-05,1.0,0.9523695238095238,0.0,50012,1.0
8,NegCache only,exact cache,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
8,RateLimit+Tag,operational,16.0,200000,50000,1050000,1000000,500000,500000,49997,0,3,10,7,3,999990,0,0,1e-05,1.4e-05,0.0,0.9523742857142857,6e-05,50007,1.0
8,RateLimit+Tag+NegCache,operational,16.0,200000,50000,1050000,1000000,500000,500000,49993,0,7,7,7,0,499993,500000,0,7e-06,1.4e-05,1.0,0.9523809523809523,0.00014,50000,1.0
8,No admission,backend-only,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
8,Global Bloom,one-sided AMQ,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,60,24,36,999940,0,0,6e-05,4.8e-05,0.0,0.9523238095238096,0.0,50060,14.0
8,GlobalBloom+NegCache,one-sided AMQ+cache,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,24,24,0,499976,500000,0,2.4e-05,4.8e-05,1.0,0.9523580952380952,0.0,50024,14.0
8,Hash partition,one-sided AMQ,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,53,24,29,999947,0,0,5.3e-05,4.8e-05,0.0,0.9523304761904762,0.0,50053,14.0
8,Risk partition,one-sided AMQ,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,52,33,19,999948,0,0,5.2e-05,6.6e-05,0.0,0.9523314285714286,0.0,50052,14.981743646628429
8,TRAPS learned,one-sided AMQ,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,45,22,23,999955,0,0,4.5e-05,4.4e-05,0.0,0.9523380952380952,0.0,50045,15.358940149052483
8,TRAPS+ReplayCache,one-sided AMQ+cache,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,22,22,0,499978,500000,0,2.2e-05,4.4e-05,1.0,0.95236,0.0,50022,15.358940149052483
8,Oracle AMQ,oracle,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,42,23,19,999958,0,0,4.2e-05,4.6e-05,0.0,0.9523409523809524,0.0,50042,15.16318078699156
8,Peppered tag,one-sided tag,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1,0,1,999999,0,0,1e-06,0.0,0.0,0.95238,0.0,50001,1.0
8,Peppered tag-64,production upper bound,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Adaptive tag,one-sided tag,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Tag+NegCache,one-sided tag+cache,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,500000,500000,0,0.0,0.0,1.0,0.9523809523809523,0.0,50000,1.0
8,NegCache only,exact cache,20.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
8,RateLimit+Tag,operational,20.0,200000,50000,1050000,1000000,500000,500000,49995,0,5,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523857142857143,0.0001,49995,1.0
8,RateLimit+Tag+NegCache,operational,20.0,200000,50000,1050000,1000000,500000,500000,49995,0,5,0,0,0,500000,500000,0,0.0,0.0,1.0,0.9523857142857143,0.0001,49995,1.0
8,No admission,backend-only,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
8,Global Bloom,one-sided AMQ,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,16,7,9,999984,0,0,1.6e-05,1.4e-05,0.0,0.9523657142857143,0.0,50016,17.0
8,GlobalBloom+NegCache,one-sided AMQ+cache,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,7,7,0,499993,500000,0,7e-06,1.4e-05,1.0,0.9523742857142857,0.0,50007,17.0
8,Hash partition,one-sided AMQ,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,10,4,6,999990,0,0,1e-05,8e-06,0.0,0.9523714285714285,0.0,50010,17.0
8,Risk partition,one-sided AMQ,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5,2,3,999995,0,0,5e-06,4e-06,0.0,0.9523761904761905,0.0,50005,17.820945677400566
8,TRAPS learned,one-sided AMQ,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,8,4,4,999992,0,0,8e-06,8e-06,0.0,0.9523733333333333,0.0,50008,18.22034049033934
8,TRAPS+ReplayCache,one-sided AMQ+cache,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,4,4,0,499996,500000,0,4e-06,8e-06,1.0,0.9523771428571428,0.0,50004,18.22034049033934
8,Oracle AMQ,oracle,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5,5,0,999995,0,0,5e-06,1e-05,0.0,0.9523761904761905,0.0,50005,17.8497063150334
8,Peppered tag,one-sided tag,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Peppered tag-64,production upper bound,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Adaptive tag,one-sided tag,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
8,Tag+NegCache,one-sided tag+cache,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,500000,500000,0,0.0,0.0,1.0,0.9523809523809523,0.0,50000,1.0
8,NegCache only,exact cache,24.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
8,RateLimit+Tag,operational,24.0,200000,50000,1050000,1000000,500000,500000,49997,0,3,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523838095238095,6e-05,49997,1.0
8,RateLimit+Tag+NegCache,operational,24.0,200000,50000,1050000,1000000,500000,500000,49997,0,3,0,0,0,500000,500000,0,0.0,0.0,1.0,0.9523838095238095,6e-05,49997,1.0
9,No admission,backend-only,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,146859,73370,73489,853141,0,0,0.146859,0.14674,0.0,0.8125152380952381,0.0,196859,3.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,73370,73370,0,426630,500000,0,0.07337,0.14674,1.0,0.8825047619047619,0.0,123370,3.0
9,Hash partition,one-sided AMQ,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,146195,72999,73196,853805,0,0,0.146195,0.145998,0.0,0.813147619047619,0.0,196195,3.0
9,Risk partition,one-sided AMQ,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,99534,49633,49901,900466,0,0,0.099534,0.099266,0.0,0.8575866666666667,0.0,149534,3.8141528902892894
9,TRAPS learned,one-sided AMQ,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,97277,48548,48729,902723,0,0,0.097277,0.097096,0.0,0.8597361904761904,0.0,147277,3.905227482565702
9,TRAPS+ReplayCache,one-sided AMQ+cache,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,48548,48548,0,451452,500000,0,0.048548,0.097096,1.0,0.9061447619047619,0.0,98548,3.905227482565702
9,Oracle AMQ,oracle,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,96105,47831,48274,903895,0,0,0.096105,0.095662,0.0,0.8608523809523809,0.0,146105,3.936657388598714
9,Peppered tag,one-sided tag,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,62515,31345,31170,937485,0,0,0.062515,0.06269,0.0,0.8928428571428572,0.0,112515,1.0
9,Peppered tag-64,production upper bound,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,42150,21068,21082,957850,0,0,0.04215,0.042136,0.0,0.9122380952380953,0.0,92150,1.0
9,Tag+NegCache,one-sided tag+cache,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,31345,31345,0,468655,500000,0,0.031345,0.06269,1.0,0.9225285714285715,0.0,81345,1.0
9,NegCache only,exact cache,4.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,4.0,200000,50000,1050000,1000000,500000,500000,49995,0,5,21857,10979,10878,978143,0,0,0.021857,0.021958,0.0,0.9315695238095238,0.0001,71852,1.0
9,RateLimit+Tag+NegCache,operational,4.0,200000,50000,1050000,1000000,500000,500000,49995,0,5,10979,10979,0,489021,500000,0,0.010979,0.021958,1.0,0.9419295238095238,0.0001,60974,1.0
9,No admission,backend-only,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,55559,27862,27697,944441,0,0,0.055559,0.055724,0.0,0.8994676190476191,0.0,105559,4.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,27862,27862,0,472138,500000,0,0.027862,0.055724,1.0,0.9258457142857143,0.0,77862,4.0
9,Hash partition,one-sided AMQ,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,55604,27826,27778,944396,0,0,0.055604,0.055652,0.0,0.899424761904762,0.0,105604,4.0
9,Risk partition,one-sided AMQ,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,38997,19583,19414,961003,0,0,0.038997,0.039166,0.0,0.9152409523809524,0.0,88997,5.358156682916313
9,TRAPS learned,one-sided AMQ,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,37145,18535,18610,962855,0,0,0.037145,0.03707,0.0,0.9170047619047619,0.0,87145,5.506342191524027
9,TRAPS+ReplayCache,one-sided AMQ+cache,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,18535,18535,0,481465,500000,0,0.018535,0.03707,1.0,0.9347285714285715,0.0,68535,5.506342191524027
9,Oracle AMQ,oracle,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,36467,18073,18394,963533,0,0,0.036467,0.036146,0.0,0.9176504761904762,0.0,86467,5.237822188100451
9,Peppered tag,one-sided tag,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,15702,7954,7748,984298,0,0,0.015702,0.015908,0.0,0.9374266666666666,0.0,65702,1.0
9,Peppered tag-64,production upper bound,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,11285,5597,5688,988715,0,0,0.011285,0.011194,0.0,0.9416333333333333,0.0,61285,1.0
9,Tag+NegCache,one-sided tag+cache,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,7954,7954,0,492046,500000,0,0.007954,0.015908,1.0,0.9448057142857142,0.0,57954,1.0
9,NegCache only,exact cache,6.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,6.0,200000,50000,1050000,1000000,500000,500000,49994,0,6,5493,2734,2759,994507,0,0,0.005493,0.005468,0.0,0.947155238095238,0.00012,55487,1.0
9,RateLimit+Tag+NegCache,operational,6.0,200000,50000,1050000,1000000,500000,500000,49991,0,9,2734,2734,0,497266,500000,0,0.002734,0.005468,1.0,0.9497857142857142,0.00018,52725,1.0
9,No admission,backend-only,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,21479,10812,10667,978521,0,0,0.021479,0.021624,0.0,0.9319247619047619,0.0,71479,6.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,10812,10812,0,489188,500000,0,0.010812,0.021624,1.0,0.9420838095238095,0.0,60812,6.0
9,Hash partition,one-sided AMQ,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,21500,10709,10791,978500,0,0,0.0215,0.021418,0.0,0.9319047619047619,0.0,71500,6.0
9,Risk partition,one-sided AMQ,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,14905,7425,7480,985095,0,0,0.014905,0.01485,0.0,0.9381857142857143,0.0,64905,6.814152890289289
9,TRAPS learned,one-sided AMQ,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,15311,7566,7745,984689,0,0,0.015311,0.015132,0.0,0.9377990476190476,0.0,65311,7.03132361402835
9,TRAPS+ReplayCache,one-sided AMQ+cache,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,7566,7566,0,492434,500000,0,0.007566,0.015132,1.0,0.9451752380952381,0.0,57566,7.03132361402835
9,Oracle AMQ,oracle,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,13898,7002,6896,986102,0,0,0.013898,0.014004,0.0,0.9391447619047619,0.0,63898,6.724191223983214
9,Peppered tag,one-sided tag,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,3842,1906,1936,996158,0,0,0.003842,0.003812,0.0,0.9487219047619048,0.0,53842,1.0
9,Peppered tag-64,production upper bound,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,2761,1408,1353,997239,0,0,0.002761,0.002816,0.0,0.9497514285714286,0.0,52761,1.0
9,Tag+NegCache,one-sided tag+cache,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1906,1906,0,498094,500000,0,0.001906,0.003812,1.0,0.9505657142857142,0.0,51906,1.0
9,NegCache only,exact cache,8.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,8.0,200000,50000,1050000,1000000,500000,500000,49994,0,6,1387,678,709,998613,0,0,0.001387,0.001356,0.0,0.9510657142857143,0.00012,51381,1.0
9,RateLimit+Tag+NegCache,operational,8.0,200000,50000,1050000,1000000,500000,500000,49996,0,4,678,678,0,499322,500000,0,0.000678,0.001356,1.0,0.9517390476190476,8e-05,50674,1.0
9,No admission,backend-only,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,8215,4124,4091,991785,0,0,0.008215,0.008248,0.0,0.9445571428571429,0.0,58215,7.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,4124,4124,0,495876,500000,0,0.004124,0.008248,1.0,0.9484533333333334,0.0,54124,7.0
9,Hash partition,one-sided AMQ,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,8103,4053,4050,991897,0,0,0.008103,0.008106,0.0,0.9446638095238096,0.0,58103,7.0
9,Risk partition,one-sided AMQ,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5787,2963,2824,994213,0,0,0.005787,0.005926,0.0,0.9468695238095238,0.0,55787,8.358156682916313
9,TRAPS learned,one-sided AMQ,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5893,2956,2937,994107,0,0,0.005893,0.005912,0.0,0.9467685714285714,0.0,55893,8.392105292483677
9,TRAPS+ReplayCache,one-sided AMQ+cache,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,2956,2956,0,497044,500000,0,0.002956,0.005912,1.0,0.9495657142857142,0.0,52956,8.392105292483677
9,Oracle AMQ,oracle,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5196,2617,2579,994804,0,0,0.005196,0.005234,0.0,0.9474323809523809,0.0,55196,8.079727165042158
9,Peppered tag,one-sided tag,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,995,496,499,999005,0,0,0.000995,0.000992,0.0,0.9514333333333334,0.0,50995,1.0
9,Peppered tag-64,production upper bound,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,674,313,361,999326,0,0,0.000674,0.000626,0.0,0.9517390476190476,0.0,50674,1.0
9,Tag+NegCache,one-sided tag+cache,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,496,496,0,499504,500000,0,0.000496,0.000992,1.0,0.9519085714285714,0.0,50496,1.0
9,NegCache only,exact cache,10.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,10.0,200000,50000,1050000,1000000,500000,500000,49994,0,6,359,176,183,999641,0,0,0.000359,0.000352,0.0,0.952044761904762,0.00012,50353,1.0
9,RateLimit+Tag+NegCache,operational,10.0,200000,50000,1050000,1000000,500000,500000,49995,0,5,176,176,0,499824,500000,0,0.000176,0.000352,1.0,0.9522180952380952,0.0001,50171,1.0
9,No admission,backend-only,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,3124,1559,1565,996876,0,0,0.003124,0.003118,0.0,0.9494057142857143,0.0,53124,8.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1559,1559,0,498441,500000,0,0.001559,0.003118,1.0,0.9508961904761905,0.0,51559,8.0
9,Hash partition,one-sided AMQ,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,3045,1515,1530,996955,0,0,0.003045,0.00303,0.0,0.9494809523809524,0.0,53045,8.0
9,Risk partition,one-sided AMQ,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,2227,1133,1094,997773,0,0,0.002227,0.002266,0.0,0.95026,0.0,52227,9.358156682916313
9,TRAPS learned,one-sided AMQ,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,2273,1131,1142,997727,0,0,0.002273,0.002262,0.0,0.9502161904761904,0.0,52273,9.859537325842549
9,TRAPS+ReplayCache,one-sided AMQ+cache,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1131,1131,0,498869,500000,0,0.001131,0.002262,1.0,0.9513038095238096,0.0,51131,9.859537325842549
9,Oracle AMQ,oracle,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,2056,1057,999,997944,0,0,0.002056,0.002114,0.0,0.9504228571428571,0.0,52056,9.465893160201531
9,Peppered tag,one-sided tag,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,258,125,133,999742,0,0,0.000258,0.00025,0.0,0.9521352380952381,0.0,50258,1.0
9,Peppered tag-64,production upper bound,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,155,83,72,999845,0,0,0.000155,0.000166,0.0,0.9522333333333334,0.0,50155,1.0
9,Tag+NegCache,one-sided tag+cache,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,125,125,0,499875,500000,0,0.000125,0.00025,1.0,0.9522619047619048,0.0,50125,1.0
9,NegCache only,exact cache,12.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,12.0,200000,50000,1050000,1000000,500000,500000,49998,0,2,85,37,48,999915,0,0,8.5e-05,7.4e-05,0.0,0.9523019047619048,4e-05,50083,1.0
9,RateLimit+Tag+NegCache,operational,12.0,200000,50000,1050000,1000000,500000,500000,49992,0,8,37,37,0,499963,500000,0,3.7e-05,7.4e-05,1.0,0.9523533333333334,0.00016,50029,1.0
9,No admission,backend-only,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1179,571,608,998821,0,0,0.001179,0.001142,0.0,0.9512580952380952,0.0,51179,10.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,571,571,0,499429,500000,0,0.000571,0.001142,1.0,0.9518371428571428,0.0,50571,10.0
9,Hash partition,one-sided AMQ,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1209,591,618,998791,0,0,0.001209,0.001182,0.0,0.9512295238095239,0.0,51209,10.0
9,Risk partition,one-sided AMQ,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,865,441,424,999135,0,0,0.000865,0.000882,0.0,0.9515571428571429,0.0,50865,10.9721188309261
9,TRAPS learned,one-sided AMQ,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,880,440,440,999120,0,0,0.00088,0.00088,0.0,0.9515428571428571,0.0,50880,11.031323614028352
9,TRAPS+ReplayCache,one-sided AMQ+cache,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,440,440,0,499560,500000,0,0.00044,0.00088,1.0,0.9519619047619048,0.0,50440,11.031323614028352
9,Oracle AMQ,oracle,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,775,382,393,999225,0,0,0.000775,0.000764,0.0,0.9516428571428571,0.0,50775,10.923086202005667
9,Peppered tag,one-sided tag,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,66,31,35,999934,0,0,6.6e-05,6.2e-05,0.0,0.9523180952380952,0.0,50066,1.0
9,Peppered tag-64,production upper bound,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,49,19,30,999951,0,0,4.9e-05,3.8e-05,0.0,0.9523342857142857,0.0,50049,1.0
9,Tag+NegCache,one-sided tag+cache,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,31,31,0,499969,500000,0,3.1e-05,6.2e-05,1.0,0.9523514285714285,0.0,50031,1.0
9,NegCache only,exact cache,14.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,500000,500000,0,0,500000,0,0.5,1.0,1.0,0.47619047619047616,0.0,550000,0.0
9,RateLimit+Tag,operational,14.0,200000,50000,1050000,1000000,500000,500000,49994,0,6,17,3,14,999983,0,0,1.7e-05,6e-06,0.0,0.9523704761904762,0.00012,50011,1.0
9,RateLimit+Tag+NegCache,operational,14.0,200000,50000,1050000,1000000,500000,500000,49992,0,8,3,3,0,499997,500000,0,3e-06,6e-06,1.0,0.9523857142857143,0.00016,49995,1.0
9,No admission,backend-only,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,1000000,500000,500000,0,0,0,1.0,1.0,0.0,0.0,0.0,1050000,0.0
9,Global Bloom,one-sided AMQ,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,490,234,256,999510,0,0,0.00049,0.000468,0.0,0.9519142857142857,0.0,50490,11.0
9,GlobalBloom+NegCache,one-sided AMQ+cache,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,234,234,0,499766,500000,0,0.000234,0.000468,1.0,0.9521580952380952,0.0,50234,11.0
9,Hash partition,one-sided AMQ,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,443,211,232,999557,0,0,0.000443,0.000422,0.0,0.9519590476190476,0.0,50443,11.0
9,Risk partition,one-sided AMQ,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,306,152,154,999694,0,0,0.000306,0.000304,0.0,0.9520895238095238,0.0,50306,12.358156682916313
9,TRAPS learned,one-sided AMQ,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,313,150,163,999687,0,0,0.000313,0.0003,0.0,0.9520828571428571,0.0,50313,12.49277100493098
9,TRAPS+ReplayCache,one-sided AMQ+cache,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,150,150,0,499850,500000,0,0.00015,0.0003,1.0,0.9522380952380952,0.0,50150,12.49277100493098
9,Oracle AMQ,oracle,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,280,137,143,999720,0,0,0.00028,0.000274,0.0,0.9521142857142857,0.0,50280,12.13040419586829
9,Peppered tag,one-sided tag,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,13,5,8,999987,0,0,1.3e-05,1e-05,0.0,0.9523685714285715,0.0,50013,1.0
9,Peppered tag-64,production upper bound,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,0,0,0,1000000,0,0,0.0,0.0,0.0,0.9523809523809523,0.0,50000,1.0
9,Adaptive tag,one-sided tag,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,10,7,3,999990,0,0,1e-05,1.4e-05,0.0,0.9523714285714285,0.0,50010,1.0
9,Tag+NegCache,one-sided tag+cache,16.0,200000,50000,1050000,1000000,500000,500000,50000,0,0,5,5,0,499995,500000,0,5e-06,1e-05,1.0,0.9523761904761905,0.0,50005,1.0
