method,request_rate,backend_rate,forward_fraction,p95_latency_ms,utilization
Keyed tag,875.0,70.01228332519531,0.0800140380859375,10000.0,1.068299928188324
Adaptive tag,875.0,70.00625788684758,0.08000715187068294,10000.0,1.0682079875309356
Backend only,900.0,900.0,1.0,10000.0,2.0
Global Bloom,900.0,72.37975268453829,0.08042194742726477,10000.0,1.1044245512751987
Risk partition,900.0,72.20399865872164,0.08022666517635738,10000.0,1.101742764533769
TRAPS learned,900.0,72.1934695444529,0.08021496616050322,10000.0,1.1015821034114206
Keyed tag,900.0,72.01263427734375,0.0800140380859375,10000.0,1.098822783279419
Adaptive tag,900.0,72.00643668361465,0.08000715187068294,10000.0,1.0987282157461051
Backend only,925.0,925.0,1.0,10000.0,2.0
Global Bloom,925.0,74.39030137021992,0.08042194742726477,10000.0,1.1351030110328433
Risk partition,925.0,74.20966528813057,0.08022666517635738,10000.0,1.1323467302152623
TRAPS learned,925.0,74.19884369846548,0.08021496616050322,10000.0,1.1321816062839603
Keyed tag,925.0,74.01298522949219,0.0800140380859375,10000.0,1.129345638370514
Adaptive tag,925.0,74.00661548038173,0.08000715187068294,10000.0,1.1292484439612747
Backend only,950.0,950.0,1.0,10000.0,2.0
Global Bloom,950.0,76.40085005590153,0.08042194742726477,10000.0,1.1657814707904874
Risk partition,950.0,76.2153319175395,0.08022666517635738,10000.0,1.162950695896756
TRAPS learned,950.0,76.20421785247805,0.08021496616050322,10000.0,1.1627811091564995
Keyed tag,950.0,76.01333618164062,0.0800140380859375,10000.0,1.159868493461609
Adaptive tag,950.0,76.0067942771488,0.08000715187068294,10000.0,1.1597686721764444
Backend only,975.0,975.0,1.0,10000.0,2.0
Global Bloom,975.0,78.41139874158316,0.08042194742726477,10000.0,1.196459930548132
Risk partition,975.0,78.22099854694844,0.08022666517635738,10000.0,1.1935546615782495
TRAPS learned,975.0,78.20959200649064,0.08021496616050322,10000.0,1.1933806120290391
Keyed tag,975.0,78.01368713378906,0.0800140380859375,10000.0,1.190391348552704
Adaptive tag,975.0,78.00697307391587,0.08000715187068294,10000.0,1.190288900391614
Backend only,1000.0,1000.0,1.0,10000.0,2.0
Global Bloom,1000.0,80.42194742726477,0.08042194742726477,10000.0,1.2271383903057764
Risk partition,1000.0,80.22666517635737,0.08022666517635738,10000.0,1.2241586272597431
TRAPS learned,1000.0,80.21496616050322,0.08021496616050322,10000.0,1.2239801149015785
Keyed tag,1000.0,80.0140380859375,0.0800140380859375,10000.0,1.220914203643799
Adaptive tag,1000.0,80.00715187068295,0.08000715187068294,10000.0,1.2208091286067835
