seed,bits_per_key,target_skew,risk_drift,replay_fraction,occupancy_injection,epoch_id,method,adaptation_mode,monitor_window_events,test_window_events,total_bits,region_bits_json,region_key_counts_json,region_query_counts_json,region_negative_counts_json,region_backend_invalid_counts_json,raw_invalid,unique_invalid,repeated_invalid,raw_invalid_forwarded,first_seen_invalid_forwarded,raw_invalid_forward_rate,first_seen_invalid_forward_rate,valid_attempts,valid_rejects,cap_violations,replay_hits,backend_calls,frontend_probes,rebuild_regions,rebuild_keys,rebuild_bytes,dual_query_fraction,drift_metric,fallback_triggered,uses_future_labels
2,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.89511069,10.21859492,11.34708225,11.77675796,11.79317438,12.22104868,10.95020983,12.08207428,12.78978609,12.80756909,12.76564239,12.62735982,12.674808,13.14165365,14.32270074,14.27445505]","[15814,17062,17206,16375,14181,15686,15430,14921,11812,11490,9181,10704,8818,8801,7683,4837]","[8253,6405,11143,13056,11344,15426,8218,13731,15256,14938,11720,12829,10774,13446,20722,12739]","[22444,15742,30204,36667,27367,38509,18404,34772,37343,34235,28787,34949,26546,31860,51230,30940]","[120,116,130,128,95,109,96,105,80,73,62,81,60,58,53,33]",1000000,500000,500000,1396,1396,0.001396,0.002792,50000,0,0,500000,51396,9118867.083960189,16,200000,300000.0,0.1,0.004783455481083641,false,false
2,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.89511069,10.21859492,11.34708225,11.77675796,11.79317438,12.22104868,10.95020983,12.08207428,12.78978609,12.80756909,12.76564239,12.62735982,12.674808,13.14165365,14.32270074,14.27445505]","[15814,17062,17206,16375,14181,15686,15430,14921,11812,11490,9181,10704,8818,8801,7683,4837]","[8253,6405,11143,13056,11344,15426,8218,13731,15256,14938,11720,12829,10774,13446,20722,12739]","[22444,15742,30204,36667,27367,38509,18404,34772,37343,34235,28787,34949,26546,31860,51230,30940]","[120,116,130,128,95,109,96,105,80,73,62,81,60,58,53,33]",1000000,500000,500000,1396,1396,0.001396,0.002792,50000,0,0,500000,51396,9118867.083960189,16,200000,300000.0,0.1,0.004783455481083641,false,false
3,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.0522591,9.58868915,11.94811978,11.83826764,11.46317075,11.5117013,12.4495214,11.57605392,12.36662057,12.70403089,13.71944178,13.14948262,13.81158716,13.99115341,14.27399107,14.97794854]","[19802,19407,16273,14867,18200,14312,11775,12549,11078,10908,10071,12100,8853,8184,6399,5221]","[10254,9465,12213,14680,11222,8761,10451,8523,9035,12370,17206,14611,14597,13637,16635,16340]","[29110,27497,29844,40088,28168,21435,24922,20926,21431,30711,41930,34128,34651,31592,42980,40586]","[233,274,96,136,114,85,63,80,56,69,58,62,45,38,45,30]",1000000,500000,500000,1484,1484,0.001484,0.002968,50000,0,0,500000,51484,9319933.086235648,0,0,0,0.0,0.005007786005576853,false,false
3,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.89846138,10.77184107,11.67978852,12.2448446,11.27003467,11.25552675,12.03053556,11.47033452,11.85563372,12.53798688,13.39254437,12.67191634,13.320395,13.34421117,14.26320478,14.65251749]","[19802,19407,16273,14867,18200,14312,11775,12549,11078,10908,10071,12100,8853,8184,6399,5221]","[10254,9465,12213,14680,11222,8761,10451,8523,9035,12370,17206,14611,14597,13637,16635,16340]","[29110,27497,29844,40088,28168,21435,24922,20926,21431,30711,41930,34128,34651,31592,42980,40586]","[155,155,109,112,125,96,77,85,72,74,67,77,58,52,45,36]",1000000,500000,500000,1396,1396,0.001396,0.002792,50000,0,0,500000,51396,9056559.709098507,16,200000,300000.0,0.1,0.005007786005576853,false,false
3,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.89846138,10.77184107,11.67978852,12.2448446,11.27003467,11.25552675,12.03053556,11.47033452,11.85563372,12.53798688,13.39254437,12.67191634,13.320395,13.34421117,14.26320478,14.65251749]","[19802,19407,16273,14867,18200,14312,11775,12549,11078,10908,10071,12100,8853,8184,6399,5221]","[10254,9465,12213,14680,11222,8761,10451,8523,9035,12370,17206,14611,14597,13637,16635,16340]","[29110,27497,29844,40088,28168,21435,24922,20926,21431,30711,41930,34128,34651,31592,42980,40586]","[155,155,109,112,125,96,77,85,72,74,67,77,58,52,45,36]",1000000,500000,500000,1396,1396,0.001396,0.002792,50000,0,0,500000,51396,9056559.709098507,16,200000,300000.0,0.1,0.005007786005576853,false,false
4,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.03266548,10.7163686,10.35003618,11.89021269,12.32637897,12.22677067,11.82726327,12.55001726,11.53444801,12.60983151,12.13436282,13.22900209,12.59312093,14.2831181,15.00292626,14.00135807]","[17649,19302,14604,14384,14525,13917,13256,13330,13596,10782,11867,12359,9851,9119,5599,5862]","[10881,11831,10676,11241,12956,11084,7941,11010,9793,12593,12982,18806,10013,19494,14741,13958]","[31328,31993,31303,27896,30882,26756,18010,25039,24757,31665,34498,46628,24291,45974,32815,36165]","[253,186,217,92,83,75,61,60,97,74,101,81,57,48,24,43]",1000000,500000,500000,1553,1553,0.001553,0.003106,50000,0,0,500000,51553,9016959.947548883,0,0,0,0.0,0.007504784133580852,false,false
4,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[11.18431487,11.1765035,11.5387856,11.688012,11.96492577,11.73052519,11.14015797,11.80940206,11.51647085,12.52320838,12.38394304,13.07432912,12.2366705,13.78557125,14.22288511,14.00499589]","[17649,19302,14604,14384,14525,13917,13256,13330,13596,10782,11867,12359,9851,9119,5599,5862]","[10881,11831,10676,11241,12956,11084,7941,11010,9793,12593,12982,18806,10013,19494,14741,13958]","[31328,31993,31303,27896,30882,26756,18010,25039,24757,31665,34498,46628,24291,45974,32815,36165]","[145,149,122,102,98,95,85,86,98,77,90,87,68,61,35,43]",1000000,500000,500000,1443,1443,0.001443,0.002886,50000,0,0,500000,51443,9119666.961985758,16,200000,300000.0,0.1,0.007504784133580852,false,false
4,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[11.18431487,11.1765035,11.5387856,11.688012,11.96492577,11.73052519,11.14015797,11.80940206,11.51647085,12.52320838,12.38394304,13.07432912,12.2366705,13.78557125,14.22288511,14.00499589]","[17649,19302,14604,14384,14525,13917,13256,13330,13596,10782,11867,12359,9851,9119,5599,5862]","[10881,11831,10676,11241,12956,11084,7941,11010,9793,12593,12982,18806,10013,19494,14741,13958]","[31328,31993,31303,27896,30882,26756,18010,25039,24757,31665,34498,46628,24291,45974,32815,36165]","[145,149,122,102,98,95,85,86,98,77,90,87,68,61,35,43]",1000000,500000,500000,1443,1443,0.001443,0.002886,50000,0,0,500000,51443,9119666.961985758,16,200000,300000.0,0.1,0.007504784133580852,false,false
5,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.47039496,10.16842787,10.3732679,11.19943439,10.75758667,11.7877418,12.44659901,12.47956211,13.07985423,14.10458402,12.24571628,13.4079974,14.58286303,14.7643295,14.02516956,14.51152802]","[19958,20113,18190,15043,16165,15141,12542,12524,10698,9171,11271,9959,9604,7763,6170,5687]","[8113,12613,13343,10882,8722,9011,12769,10620,10038,15947,10353,12141,19380,18481,12405,15182]","[21258,36921,39387,30197,23731,21198,32345,24989,22253,37189,26153,27938,43711,43218,30731,38781]","[139,279,270,139,135,74,82,62,42,42,73,45,40,36,36,36]",1000000,500000,500000,1529,1529,0.001529,0.003058,50000,0,0,500000,51529,9184329.963805707,0,0,0,0.0,0.009810915343621824,false,false
5,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.4251122,11.31927389,11.64497385,11.62095226,11.01202683,11.22373908,12.33666798,11.96022382,12.17571436,13.45631599,12.12246766,12.71781716,13.76821273,14.11035269,13.75443786,14.34352272]","[19958,20113,18190,15043,16165,15141,12542,12524,10698,9171,11271,9959,9604,7763,6170,5687]","[8113,12613,13343,10882,8722,9011,12769,10620,10038,15947,10353,12141,19380,18481,12405,15182]","[21258,36921,39387,30197,23731,21198,32345,24989,22253,37189,26153,27938,43711,43218,30731,38781]","[142,160,146,114,120,96,86,80,64,58,77,62,59,49,41,39]",1000000,500000,500000,1394,1394,0.001394,0.002788,50000,0,0,500000,51394,9217105.903255051,16,200000,300000.0,0.1,0.009810915343621824,false,false
5,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.4251122,11.31927389,11.64497385,11.62095226,11.01202683,11.22373908,12.33666798,11.96022382,12.17571436,13.45631599,12.12246766,12.71781716,13.76821273,14.11035269,13.75443786,14.34352272]","[19958,20113,18190,15043,16165,15141,12542,12524,10698,9171,11271,9959,9604,7763,6170,5687]","[8113,12613,13343,10882,8722,9011,12769,10620,10038,15947,10353,12141,19380,18481,12405,15182]","[21258,36921,39387,30197,23731,21198,32345,24989,22253,37189,26153,27938,43711,43218,30731,38781]","[142,160,146,114,120,96,86,80,64,58,77,62,59,49,41,39]",1000000,500000,500000,1394,1394,0.001394,0.002788,50000,0,0,500000,51394,9217105.903255051,16,200000,300000.0,0.1,0.009810915343621824,false,false
6,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[9.66156189,10.73364922,11.08592806,10.46910508,11.9436915,12.22966446,12.46158152,12.0418309,13.02384378,12.70283539,12.537472,13.08333269,13.4067106,14.29669243,14.95849142,13.47511269]","[17941,18694,17585,15152,19030,11992,12629,12462,12613,11749,10659,10189,8902,7345,6923,6137]","[6620,9088,10334,11258,12027,8492,11966,10574,13328,16080,12215,12702,14153,18579,20174,12410]","[18118,23481,27028,31983,27130,19546,29313,26675,30352,41851,31171,31031,35774,46601,47442,32501]","[175,135,131,209,87,55,74,82,58,94,75,58,57,48,36,50]",1000000,500000,500000,1425,1425,0.001425,0.00285,50000,0,0,500000,51425,9127643.96748261,0,0,0,0.0,0.004905306360263949,false,false
6,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.23254627,10.81049789,11.20474498,11.68526547,11.36370381,11.60111821,12.20280168,11.9711101,12.43370276,12.96318903,12.59533165,12.77432534,13.27872715,14.24437651,14.54285748,13.77548659]","[17941,18694,17585,15152,19030,11992,12629,12462,12613,11749,10659,10189,8902,7345,6923,6137]","[6620,9088,10334,11258,12027,8492,11966,10574,13328,16080,12215,12702,14153,18579,20174,12410]","[18118,23481,27028,31983,27130,19546,29313,26675,30352,41851,31171,31031,35774,46601,47442,32501]","[133,130,124,117,115,74,83,85,77,83,73,67,61,50,44,43]",1000000,500000,500000,1359,1359,0.001359,0.002718,50000,0,0,500000,51359,9201503.422890758,16,200000,300000.0,0.1,0.004905306360263949,false,false
6,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.23254627,10.81049789,11.20474498,11.68526547,11.36370381,11.60111821,12.20280168,11.9711101,12.43370276,12.96318903,12.59533165,12.77432534,13.27872715,14.24437651,14.54285748,13.77548659]","[17941,18694,17585,15152,19030,11992,12629,12462,12613,11749,10659,10189,8902,7345,6923,6137]","[6620,9088,10334,11258,12027,8492,11966,10574,13328,16080,12215,12702,14153,18579,20174,12410]","[18118,23481,27028,31983,27130,19546,29313,26675,30352,41851,31171,31031,35774,46601,47442,32501]","[133,130,124,117,115,74,83,85,77,83,73,67,61,50,44,43]",1000000,500000,500000,1359,1359,0.001359,0.002718,50000,0,0,500000,51359,9201503.422890758,16,200000,300000.0,0.1,0.004905306360263949,false,false
7,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[9.39296113,10.50367129,11.06295241,11.74156287,12.16876458,12.17757953,12.19865632,11.65922206,11.95477702,12.51887737,13.65957543,13.65022572,12.86275425,14.42447322,13.85283345,14.3290826]","[17759,17593,16461,15301,13218,16257,14154,13891,14632,12041,8011,10382,10161,7196,7482,5461]","[8254,10113,12761,11292,10775,12652,11978,7920,10550,14244,15674,16452,12839,16654,15124,12718]","[24224,27790,35500,27957,26275,29747,29426,18578,25074,36668,40321,38738,31904,39383,37738,30678]","[266,179,175,99,76,86,84,69,80,90,57,55,66,39,49,31]",1000000,500000,500000,1498,1498,0.001498,0.002996,50000,0,0,500000,51498,9053550.509391963,0,0,0,0.0,0.004496905808232343,false,false
7,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.63987914,11.08614415,11.70825606,11.61216657,11.82150824,11.72625637,11.89899096,11.0802365,11.56650443,12.59233819,13.64055732,13.20614517,12.73142073,13.99440469,13.70956912,14.00632393]","[17759,17593,16461,15301,13218,16257,14154,13891,14632,12041,8011,10382,10161,7196,7482,5461]","[8254,10113,12761,11292,10775,12652,11978,7920,10550,14244,15674,16452,12839,16654,15124,12718]","[24224,27790,35500,27957,26275,29747,29426,18578,25074,36668,40321,38738,31904,39383,37738,30678]","[146,135,128,106,90,106,97,91,97,86,57,68,70,47,52,37]",1000000,500000,500000,1413,1413,0.001413,0.002826,50000,0,0,500000,51413,9111910.524410466,16,200000,300000.0,0.1,0.004496905808232343,false,false
7,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.63987914,11.08614415,11.70825606,11.61216657,11.82150824,11.72625637,11.89899096,11.0802365,11.56650443,12.59233819,13.64055732,13.20614517,12.73142073,13.99440469,13.70956912,14.00632393]","[17759,17593,16461,15301,13218,16257,14154,13891,14632,12041,8011,10382,10161,7196,7482,5461]","[8254,10113,12761,11292,10775,12652,11978,7920,10550,14244,15674,16452,12839,16654,15124,12718]","[24224,27790,35500,27957,26275,29747,29426,18578,25074,36668,40321,38738,31904,39383,37738,30678]","[146,135,128,106,90,106,97,91,97,86,57,68,70,47,52,37]",1000000,500000,500000,1413,1413,0.001413,0.002826,50000,0,0,500000,51413,9111910.524410466,16,200000,300000.0,0.1,0.004496905808232343,false,false
8,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[9.54698332,10.32233034,10.26282185,11.51693351,11.07875987,12.69857155,12.75891121,12.60545097,13.13039923,12.68411731,13.53483123,13.2239605,12.53771381,13.40605354,14.66339442,14.61555289]","[18876,17739,14930,16694,15281,11522,14884,13589,12801,12950,10109,9028,11948,9434,5613,4601]","[10315,9905,10584,10459,8244,13143,15689,11629,16983,12363,14887,12492,13275,13229,14656,12147]","[29952,27402,31067,25848,20879,33322,38170,26202,41521,29220,35200,30464,34469,31410,35418,29455]","[305,192,224,102,102,75,83,61,76,66,53,53,83,50,31,26]",1000000,500000,500000,1583,1583,0.001583,0.003166,50000,0,0,500000,51583,9116736.987142645,0,0,0,0.0,0.00715998419710662,false,false
8,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.93798456,10.98692888,11.48048632,11.23432368,10.92178787,12.48082327,12.3188944,11.88824855,12.79650135,12.11413143,13.01569924,12.88397197,12.42508798,12.91359601,14.20689862,14.2290305]","[18876,17739,14930,16694,15281,11522,14884,13589,12801,12950,10109,9028,11948,9434,5613,4601]","[10315,9905,10584,10459,8244,13143,15689,11629,16983,12363,14887,12492,13275,13229,14656,12147]","[29952,27402,31067,25848,20879,33322,38170,26202,41521,29220,35200,30464,34469,31410,35418,29455]","[156,140,125,117,110,83,103,87,89,87,68,62,88,63,38,32]",1000000,500000,500000,1447,1447,0.001447,0.002894,50000,0,0,500000,51447,9186034.743883537,16,200000,300000.0,0.1,0.00715998419710662,false,false
8,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.93798456,10.98692888,11.48048632,11.23432368,10.92178787,12.48082327,12.3188944,11.88824855,12.79650135,12.11413143,13.01569924,12.88397197,12.42508798,12.91359601,14.20689862,14.2290305]","[18876,17739,14930,16694,15281,11522,14884,13589,12801,12950,10109,9028,11948,9434,5613,4601]","[10315,9905,10584,10459,8244,13143,15689,11629,16983,12363,14887,12492,13275,13229,14656,12147]","[29952,27402,31067,25848,20879,33322,38170,26202,41521,29220,35200,30464,34469,31410,35418,29455]","[156,140,125,117,110,83,103,87,89,87,68,62,88,63,38,32]",1000000,500000,500000,1447,1447,0.001447,0.002894,50000,0,0,500000,51447,9186034.743883537,16,200000,300000.0,0.1,0.00715998419710662,false,false
9,12.0,0.4,0.5,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.98287177,10.00816143,10.15137773,10.98570968,11.21739221,12.64095922,12.38335652,12.03640337,12.65803623,12.49368253,13.07282891,13.86935475,13.53674565,13.52653883,15.24530028,14.30764437]","[16895,19239,18490,14363,15635,14355,15144,10849,12088,13786,11671,10174,8618,8447,5345,4900]","[10487,8634,10319,11507,11333,12926,10453,8741,11501,13560,15115,16014,12232,14635,18912,13631]","[28354,23565,28818,32218,30832,30388,23586,22049,27291,33174,36975,36425,28552,37173,45435,35165]","[145,192,220,164,141,70,61,68,62,82,69,46,43,56,30,36]",1000000,500000,500000,1486,1486,0.001486,0.002972,50000,0,0,500000,51486,9332902.732255748,0,0,0,0.0,0.006405460286128588,false,false
9,12.0,0.4,0.5,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[11.27171394,10.59441933,11.04616181,11.7992243,11.59385057,12.05473843,11.50524341,11.81924965,12.16832001,12.23487442,12.80762813,13.21808728,13.00140846,13.41170274,14.90027902,14.3954989]","[16895,19239,18490,14363,15635,14355,15144,10849,12088,13786,11671,10174,8618,8447,5345,4900]","[10487,8634,10319,11507,11333,12926,10453,8741,11501,13560,15115,16014,12232,14635,18912,13631]","[28354,23565,28818,32218,30832,30388,23586,22049,27291,33174,36975,36425,28552,37173,45435,35165]","[126,145,143,111,117,93,94,75,79,93,79,64,55,59,35,35]",1000000,500000,500000,1403,1403,0.001403,0.002806,50000,0,0,500000,51403,8981193.52940393,16,200000,300000.0,0.1,0.006405460286128588,false,false
9,12.0,0.4,0.5,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[11.27171394,10.59441933,11.04616181,11.7992243,11.59385057,12.05473843,11.50524341,11.81924965,12.16832001,12.23487442,12.80762813,13.21808728,13.00140846,13.41170274,14.90027902,14.3954989]","[16895,19239,18490,14363,15635,14355,15144,10849,12088,13786,11671,10174,8618,8447,5345,4900]","[10487,8634,10319,11507,11333,12926,10453,8741,11501,13560,15115,16014,12232,14635,18912,13631]","[28354,23565,28818,32218,30832,30388,23586,22049,27291,33174,36975,36425,28552,37173,45435,35165]","[126,145,143,111,117,93,94,75,79,93,79,64,55,59,35,35]",1000000,500000,500000,1403,1403,0.001403,0.002806,50000,0,0,500000,51403,8981193.52940393,16,200000,300000.0,0.1,0.006405460286128588,false,false
0,12.0,0.4,0.75,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[9.68409515,10.5761229,11.21963264,10.44222966,11.3895999,12.41555531,12.00536987,12.41002349,12.85127843,12.70742057,13.83232237,13.21667193,14.14120192,13.58007385,12.98536639,14.48037046]","[19258,17806,16124,15370,13541,13201,17192,14944,11362,11198,10343,10392,7602,7061,6563,8043]","[10711,13906,13252,6179,9458,10296,14246,15111,10306,12278,17681,10648,15732,9217,9618,21361]","[32021,39911,36735,16007,24877,23332,35469,38201,21916,30280,41621,22248,37921,21003,24848,53611]","[305,248,167,106,105,60,111,98,46,68,54,39,42,31,49,51]",1000000,500000,500000,1579,1579,0.001579,0.003158,50000,0,0,500000,51579,9156408.08798177,0,0,0,0.0,0.00912334259697713,false,false
0,12.0,0.4,0.75,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[10.98339936,11.69090152,11.80029869,10.31760816,11.46554782,11.70351913,11.82372813,12.23798322,12.01933974,12.40782368,13.3343585,12.27455388,13.73094824,12.77657332,13.00856631,14.24851757]","[19258,17806,16124,15370,13541,13201,17192,14944,11362,11198,10343,10392,7602,7061,6563,8043]","[10711,13906,13252,6179,9458,10296,14246,15111,10306,12278,17681,10648,15732,9217,9618,21361]","[32021,39911,36735,16007,24877,23332,35469,38201,21916,30280,41621,22248,37921,21003,24848,53611]","[164,145,127,113,101,84,121,107,68,78,69,61,52,45,48,57]",1000000,500000,500000,1439,1439,0.001439,0.002878,50000,0,0,500000,51439,9044820.536029456,16,200000,300000.0,0.1,0.00912334259697713,false,false
0,12.0,0.4,0.75,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[10.98339936,11.69090152,11.80029869,10.31760816,11.46554782,11.70351913,11.82372813,12.23798322,12.01933974,12.40782368,13.3343585,12.27455388,13.73094824,12.77657332,13.00856631,14.24851757]","[19258,17806,16124,15370,13541,13201,17192,14944,11362,11198,10343,10392,7602,7061,6563,8043]","[10711,13906,13252,6179,9458,10296,14246,15111,10306,12278,17681,10648,15732,9217,9618,21361]","[32021,39911,36735,16007,24877,23332,35469,38201,21916,30280,41621,22248,37921,21003,24848,53611]","[164,145,127,113,101,84,121,107,68,78,69,61,52,45,48,57]",1000000,500000,500000,1439,1439,0.001439,0.002878,50000,0,0,500000,51439,9044820.536029456,16,200000,300000.0,0.1,0.00912334259697713,false,false
1,12.0,0.4,0.75,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.23331775,10.44937521,10.1664184,12.02906959,12.46637672,11.04645371,11.96294265,12.30395315,13.34505263,13.14532353,12.34348889,14.45401789,13.84983061,12.98005496,13.43574986,15.09147653]","[19376,18237,17769,13632,14386,20773,11649,12082,10267,13508,10006,8554,8031,9183,7126,5421]","[15365,13155,7720,8312,13769,11823,7246,12058,14156,20020,14026,12471,10539,15434,10400,13506]","[45779,38526,20477,18617,34777,31069,16268,30273,33568,51524,38778,23026,22252,41534,24913,28617]","[335,254,155,58,87,154,52,82,55,93,103,22,29,81,39,20]",1000000,500000,500000,1620,1620,0.00162,0.00324,50000,0,0,500000,51620,9026589.540106276,0,0,0,0.0,0.015751659271661687,false,false
1,12.0,0.4,0.75,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[11.71562474,11.5205638,10.47016992,11.18724384,12.11989615,11.03481849,11.22747705,12.20452416,12.88092883,13.02783977,12.90641882,13.01110512,12.78567209,13.2859312,12.99898988,14.1189746]","[19376,18237,17769,13632,14386,20773,11649,12082,10267,13508,10006,8554,8031,9183,7126,5421]","[15365,13155,7720,8312,13769,11823,7246,12058,14156,20020,14026,12471,10539,15434,10400,13506]","[45779,38526,20477,18617,34777,31069,16268,30273,33568,51524,38778,23026,22252,41534,24913,28617]","[164,152,134,86,103,155,74,86,69,99,79,44,48,70,48,32]",1000000,500000,500000,1443,1443,0.001443,0.002886,50000,0,0,500000,51443,8971941.929716911,16,200000,300000.0,0.1,0.015751659271661687,false,false
1,12.0,0.4,0.75,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[11.71562474,11.5205638,10.47016992,11.18724384,12.11989615,11.03481849,11.22747705,12.20452416,12.88092883,13.02783977,12.90641882,13.01110512,12.78567209,13.2859312,12.99898988,14.1189746]","[19376,18237,17769,13632,14386,20773,11649,12082,10267,13508,10006,8554,8031,9183,7126,5421]","[15365,13155,7720,8312,13769,11823,7246,12058,14156,20020,14026,12471,10539,15434,10400,13506]","[45779,38526,20477,18617,34777,31069,16268,30273,33568,51524,38778,23026,22252,41534,24913,28617]","[164,152,134,86,103,155,74,86,69,99,79,44,48,70,48,32]",1000000,500000,500000,1443,1443,0.001443,0.002886,50000,0,0,500000,51443,8971941.929716911,16,200000,300000.0,0.1,0.015751659271661687,false,false
2,12.0,0.4,0.75,0.5,0.0,1,TRAPS-frozen,frozen-validation-allocation,200000,1050000,2400000,"[10.76598221,10.53369248,11.27790577,12.42251034,11.61381818,11.95659314,11.30088738,11.28679711,12.94043604,11.71838651,12.20097817,14.6100097,12.49885928,14.01552815,14.41442565,14.34320253]","[14962,16265,18062,12970,17192,16737,15054,14243,13711,13630,12708,8354,8174,6191,5946,5803]","[12941,11380,8705,16019,13459,9802,11877,8891,16338,8499,14390,18798,9927,15146,10423,13405]","[37354,32274,19505,42586,35430,20933,32203,22835,38137,20038,38692,41476,25568,39078,21123,32767]","[212,205,86,109,134,67,141,101,76,72,110,37,63,47,21,33]",1000000,500000,500000,1513,1513,0.001513,0.003026,50000,0,0,500000,51513,9041658.341410156,0,0,0,0.0,0.008957784282575237,false,false
2,12.0,0.4,0.75,0.5,0.0,1,TRAPS-dynamic-next-epoch,observed-next-epoch-allocation,200000,1050000,2400000,"[11.9201578,11.47996293,10.7173102,12.66778757,11.72001294,11.12647683,11.73343607,11.25007284,12.59889721,11.25232407,12.48671178,13.92611812,12.63363728,14.09199099,13.4110022,13.97678129]","[14962,16265,18062,12970,17192,16737,15054,14243,13711,13630,12708,8354,8174,6191,5946,5803]","[12941,11380,8705,16019,13459,9802,11877,8891,16338,8499,14390,18798,9927,15146,10423,13405]","[37354,32274,19505,42586,35430,20933,32203,22835,38137,20038,38692,41476,25568,39078,21123,32767]","[122,130,113,97,127,100,115,103,90,90,96,52,59,45,34,40]",1000000,500000,500000,1410,1410,0.00141,0.00282,50000,0,0,500000,51410,9183811.888616955,16,200000,300000.0,0.1,0.008957784282575237,false,false
2,12.0,0.4,0.75,0.5,0.0,1,TRAPS-drift-guard,global-fallback-if-outside-validation-envelope,200000,1050000,2400000,"[11.9201578,11.47996293,10.7173102,12.66778757,11.72001294,11.12647683,11.73343607,11.25007284,12.59889721,11.25232407,12.48671178,13.92611812,12.63363728,14.09199099,13.4110022,13.97678129]","[14962,16265,18062,12970,17192,16737,15054,14243,13711,13630,12708,8354,8174,6191,5946,5803]","[12941,11380,8705,16019,13459,9802,11877,8891,16338,8499,14390,18798,9927,15146,10423,13405]","[37354,32274,19505,42586,35430,20933,32203,22835,38137,20038,38692,41476,25568,39078,21123,32767]","[122,130,113,97,127,100,115,103,90,90,96,52,59,45,34,40]",1000000,500000,500000,1410,1410,0.00141,0.00282,50000,0,0,500000,51410,9183811.888616955,16,200000,300000.0,0.1,0.008957784282575237,false,false
