seed,target_zipf_alpha,risk_shift,bits_per_key,method,first_seen_invalid_forward_rate,probe_cost,backend_reduction,amq_rank,valid_rejects
7,0.4,0.25,12.0,Oracle AMQ,0.002739059228568085,8.784200227811182,0.9066008552467563,1,0
7,0.4,0.25,12.0,Peppered tag,0.000244140625,1.0,0.9088689630681819,,0
7,0.4,0.25,12.0,Adaptive tag,0.0002171416713137095,1.0,0.908893507571533,,0
8,0.4,0.25,12.0,Global Bloom,0.003134028105931708,8.0,0.9062417926309712,4,0
8,0.4,0.25,12.0,Risk partition,0.0027612714319969066,8.717002198006,0.9065806623345483,3,0
8,0.4,0.25,12.0,TRAPS learned,0.0027354913670160773,8.918009603455026,0.9066040987572581,2,0
8,0.4,0.25,12.0,Oracle AMQ,0.002694416352431834,8.757117273416329,0.9066414396796074,1,0
8,0.4,0.25,12.0,Peppered tag,0.000244140625,1.0,0.9088689630681819,,0
8,0.4,0.25,12.0,Adaptive tag,0.00021309463395091915,1.0,0.9088971866964083,,0
9,0.4,0.25,12.0,Global Bloom,0.003134028105931708,8.0,0.9062417926309712,4,0
9,0.4,0.25,12.0,Risk partition,0.002884055700650238,8.564598566706756,0.9064690402721362,3,0
9,0.4,0.25,12.0,TRAPS learned,0.0028101471400871,8.818139090393991,0.906536229872648,2,0
9,0.4,0.25,12.0,Oracle AMQ,0.0027900342468976003,8.65833146137716,0.9065545143210022,1,0
9,0.4,0.25,12.0,Peppered tag,0.000244140625,1.0,0.9088689630681819,,0
9,0.4,0.25,12.0,Adaptive tag,0.0002189103147557342,1.0,0.9088918997138584,,0
0,0.4,0.5,12.0,Global Bloom,0.003134028105931708,8.0,0.9062417926309712,3,0
0,0.4,0.5,12.0,Risk partition,0.0029913836674913858,8.610827512523153,0.9063714693931897,2,0
